DR3Name,RA_ICRS,DE_ICRS,SolID,Source,RandomI,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,NewMatchObs,MatchObsrm,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,SDSk1,SDSk2,SDSk3,SDSk4,SDMk1,SDMk2,SDMk3,SDMk4,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,Vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,GLON,GLAT,ELON,ELAT,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,HIP,dHIP,nHIP,f_HIP,PS1coid,PS1,dPS1,nPS1,mPS1,f_PS1,SDSS13coid,SDSS13,dSDSS13,nSDSS13,mSDSS13,f_SDSS13,SKYM2,dSKYM2,nSKYM2,mSKYM2,f_SKYM2,TYC2,dTYC2,f_TYC2,TYC2moid,nTYC2,URAT1,dURAT1,f_URAT1,URAT1oid,nURAT1,mURAT1,AllWISE,dAllWISE,f_AllWISE,AllWISEoid,nAllWISE,mAllWISE,APASS9coid,APASS9,dAPASS9,nAPASS9,mAPASS9,f_APASS9,GSC23,dGSC23,f_GSC23,GSC23coid,nGSC23,mGSC23,RAVE5,dRAVE5,f_RAVE5,RAVE5coid,nRAVE5,2MASS,d2MASS,f_2MASS,2MASScoid,n2MASS,m2MASS,RAVE6,dRAVE6,f_RAVE6,RAVE6oid,nRAVE6,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
"Gaia DR3 4675811980395900416",66.20520587301,-62.73075316728,1636148068921376768,4675811980395900416,775489472,0.0452,0.0444,4.0008,0.0448,89.2816,45.355,21.958,0.055,-39.685,0.055,0.0242,0.0139,0.0634,-0.0814,0.1894,-0.0855,-0.3488,0.0658,-0.2106,0.0878,306,0,302,4,6.9531,834.5531,0.392,16.156956,95,0,,1.3073,0.012,-0.154,0.001,-0.01,0.179,0.055,35,25,0.080942,69,16,0,0.013008311,162.8851,7,13,1.298,0.19975379,0.08550857,0.05132285,0.11625275,-15.735,-4.827,-52.645,20.213,0,535,8696.69281,8.305126,1047.1476,15.838982,0.002944,5,4772.7599347380765,412.7081,11.564493,16.141619,0.093927,4,11439.38527840533,215.5659,53.066765,14.601889,0.020806,1.864,2,1,3,1,0,1.53973,0.302637,1.237093,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",274.05026544208,-40.44657304252,9.53891087434,-79.19617203749,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.20499287314,-62.73057679037,0.886008,0.891003,0.0948
"Gaia DR3 6801900918830309248",312.99569129284,-27.26550779422,1636148068921376768,6801900918830309248,1203779858,0.0683,0.0456,4.0008,0.0857,46.7105,31.649,18.472,0.082,-25.7,0.07,0.459,0.2329,-0.1289,-0.3149,0.1682,-0.2216,0.0235,-0.3212,-0.338,0.5329,600,0,597,3,-0.1418,615.4536,0.0,0.0,31,0,1.273,,,,,,,,69,20,0.135601,74,13,0,0.023054872,54.546387,0,0,0.995,0.14706017,0.6197436,0.28045455,0.29720625,119.001,-25.994,19.435,-43.613,0,632,2175.08539,1.4688923,1480.7657,17.343676,0.002851,68,424.6865922937592,7.2295017,58.74355,18.768372,0.018692,64,2705.6239314184318,6.985648,387.3118,16.167227,0.004706,1.439,0,1,0,0,0,2.601145,1.424696,1.176449,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",18.05455689711,-37.30606437346,307.89807809227,-9.30563404948,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.997667,3416.9,3412.5,3421.3,4.8616,4.8528,4.8684,-0.0563,-0.0741,-0.0405,259.4353,255.6015,263.5566,0.6106,0.5898,0.6297,0.3959,0.3822,0.4083,0.2543,0.2458,0.262,"MARCS  ",,,,,154153774,75283129956701802,0.080918,1,0,40,,,,,,,236092785,0.093157,1,0,8,,,,,,,,,,,,"J205158.96-271555.5",0.138141,8,221760292,1,0,,,,,,,"SCGY013452",0.294819,8,343271323,1,0,,,,,,"20515894-2715552 ",0.132267,8,192268789,1,0,,,,,,312.99559893439,-27.26539357376,1.326501,1.126081,0.5548
"Gaia DR3 2274361276891843456",309.21452527654,70.09573746902,1636148068921376768,2274361276891843456,1748388784,0.3523,0.3312,4.0008,0.3602,11.1067,41.994,-7.397,0.494,41.338,0.546,-0.0819,-0.1251,0.2551,-0.1045,0.2581,-0.1702,0.0408,-0.2554,-0.1381,0.0628,254,0,253,1,0.108,261.27835,0.0,0.0,95,0,,1.3735,0.1046,-0.194,0.079,0.149,-0.148,0.014,29,24,0.762721,34,9,0,0.029873585,134.14943,0,0,1.004,0.1043939,0.03684676,0.027858978,0.04050426,-82.914,-10.46,58.831,29.36,0,261,203.42755,0.93760836,216.96431,19.916342,0.005713,21,44.29789150216723,7.3362412,6.038227,21.222584,0.179832,29,292.8469929311092,8.246506,35.511646,18.581293,0.030807,1.657,0,0,0,1,0,2.641291,1.306242,1.335049,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",104.31779381242,17.11166330873,31.52057382072,75.37472657078,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999985,,,,,,,,,,,,,,,,,,,,,,,,,,,2164922862,192113092144925597,0.020809,1,0,8,,,,,,,,,,,,,,,,,,,,,,,"J203651.45+700544.4",0.197859,8,724658931,1,0,,,,,,,"N1JA007708",0.153453,8,919194870,1,0,,,,,,,,,,,,,,,,,309.21462183635,70.09555374667,7.819403,8.730373,0.0746
"Gaia DR3 2022083114236031104",295.3186581458,26.75021738091,1636148068921376768,2022083114236031104,1792872527,0.7595,1.4734,4.0008,1.7608,2.2721,7.018,-4.781,1.134,5.138,1.934,-0.3526,-0.145,-0.0875,0.1757,0.2646,0.1942,-0.1554,0.0589,0.0607,-0.1637,342,0,339,3,10.1868,739.635,7.372,10.902126,95,0,,1.262,0.2572,0.017,-0.032,-0.02,-0.216,-0.068,40,21,2.711937,40,14,0,0.25948805,81.53843,0,0,1.419,0.07961746,0.42178556,0.01761692,0.500254,-48.085,79.958,53.602,-20.567,0,339,92.88347,1.1286929,82.29296,20.76752,0.013478,24,33.41717677696805,4.6400867,7.2018433,21.528618,0.150784,26,145.17960947882847,4.8405128,29.992609,19.343132,0.036397,1.923,0,0,0,0,0,2.185486,0.761097,1.424389,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",62.18784511088,1.93576015435,304.21769224294,47.22668756733,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,1547234553,140102953187280811,0.015476,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.31868193951,26.75019454717,18.218213,31.203807,-0.1787
"Gaia DR3 5355562607396418816",156.08481900827,-54.39686085121,1636148068921376768,5355562607396418816,54366090,1.4362,1.1837,4.0008,1.5659,2.5549,4.539,-1.94,1.66,4.104,1.343,-0.5095,-0.6879,-0.6138,0.0014,0.5265,0.4231,-0.3147,0.504,0.2623,0.1948,122,0,120,2,-1.6254,104.44484,0.0,0.0,95,0,,1.2506,0.2896,-0.105,0.037,0.065,-0.284,-0.073,14,11,2.695378,16,6,1,0.09303644,102.97711,0,0,0.891,0.23257792,0.12088602,0.31948668,0.28103036,-98.682,34.083,39.425,-34.643,0,125,89.48042,1.0433072,85.76613,20.808046,0.012956,13,35.78124277325846,6.5854087,5.4334126,21.454403,0.199845,15,63.32248966026227,7.557563,8.378692,20.244001,0.129638,1.108,0,0,0,0,0,1.210402,0.646357,0.564045,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",282.51383466997,2.53717985306,191.3571250052,-57.12449270954,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.08483381657,-54.39687909014,27.469073,21.882185,0.1613
"Gaia DR3 5968761341712474496",247.95794122176,-41.81690021972,1636148068921376768,5968761341712474496,1150194281,0.8699,0.581,4.0008,0.9965,4.015,6.657,-5.176,1.06,-4.185,0.83,-0.1977,-0.2292,-0.2597,-0.2579,-0.0335,-0.1698,-0.1906,-0.2059,0.1086,-0.2134,252,0,252,0,41.2045,2853.0288,5.907,96.48046,95,0,,1.5745,0.1479,0.036,0.123,-0.028,0.018,-0.092,29,15,1.529527,31,16,1,0.2744284,84.599266,31,3,3.347,0.026144242,0.500379,0.09202823,0.32694468,-159.035,24.746,15.475,-42.589,0,251,436.20418,5.303736,82.2447,19.088142,0.013486,27,204.1747955817882,14.755177,13.8375025,19.563538,0.078513,26,596.6327723704735,8.187725,72.86918,17.808628,0.015372,1.836,0,1,0,1,0,1.75491,0.475395,1.279514,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",340.73718640978,4.32908177972,252.71860766083,-19.69095575598,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122182441,0.249371,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16314991-4149009 ",0.151894,8,128906422,1,0,,,,,,247.95797208944,-41.81688161838,17.205764,13.410412,-0.1887
"Gaia DR3 5893514236257569024",220.99453226962,-54.53436625346,1636148068921376768,5893514236257569024,460804240,0.8585,0.7591,4.0008,1.1743,3.407,9.179,-9.17,1.277,0.4,1.25,-0.2142,0.3163,-0.3823,0.2358,-0.0341,0.1738,0.0956,-0.4232,0.3454,-0.2662,231,0,228,3,14.4614,735.12555,5.51,18.038973,95,0,,1.3432,0.2126,0.005,0.099,0.046,0.015,-0.26,28,16,2.04894,31,10,0,0.04312539,156.90565,9,3,1.758,0.090713255,0.24728689,0.26421133,0.3781134,127.654,40.445,-36.489,-36.677,0,248,143.43975,1.3718181,104.56179,20.295692,0.010743,24,60.975152500200515,9.011511,6.7663627,20.87566,0.160485,24,210.4779105743007,11.095149,18.970264,18.939878,0.057358,1.892,0,24,0,24,0,1.935782,0.579968,1.355814,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",318.86837439077,4.81766773505,236.95446904622,-36.57372520284,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.99460251299,-54.53436803243,20.781401,19.947261,-0.2792
"Gaia DR3 4145439590143400448",270.10632318159,-15.31737655331,1636148068921376768,4145439590143400448,947391423,0.7198,0.5719,4.0008,0.8308,4.8157,2.3,2.13,0.878,0.867,0.615,0.1093,-0.184,0.1126,-0.1049,-0.2739,-0.0538,-0.3634,-0.2159,0.2827,0.1554,229,0,227,2,30.6805,1754.1744,5.612,67.781,95,0,,1.5727,0.1574,0.181,0.074,0.018,-0.048,-0.075,26,15,1.23705,26,10,1,0.35932776,178.8214,40,0,2.769,0.17584348,0.27135852,0.21131936,0.6670709,-134.359,-0.255,-29.593,43.899,0,217,375.2611,3.022915,124.13883,19.251534,0.00917,20,119.86765526392017,6.1389894,19.525633,20.141787,0.055676,24,630.207622832199,9.129902,69.02677,17.749186,0.016177,1.999,0,20,0,24,0,2.392601,0.890253,1.502348,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",13.48205943941,3.95837380891,270.10360027487,8.12186603819,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999975,,,,,,,,,,,,,,,,,,,,,,,,,,,553304080,89612701063329536,0.018073,1,0,8,,,,,,,249130206,0.244449,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,"S9K6001225",0.442376,8,434923177,1,0,,,,,,"18002550-1519021 ",0.411309,8,241292248,1,0,,,,,,270.10631336724,-15.31738040675,13.991212,10.056886,0.1613
"Gaia DR3 528020668031475072 ",7.29322385395,67.39172629502,1636148068921376768,528020668031475072,1255708105,0.0807,0.085,4.0008,0.1028,38.9143,31.588,-28.26,0.097,-14.113,0.109,-0.0354,0.0693,-0.1657,-0.1182,-0.0754,-0.1089,-0.171,-0.1749,0.1838,-0.1019,402,0,399,3,-2.291,352.3651,0.0,0.0,31,0,1.251,,,,,,,,46,27,0.155084,52,19,0,0.012981108,72.20031,0,0,0.919,0.09959486,0.10826509,0.10052361,0.14343655,-82.649,57.693,52.989,0.546,0,441,1101.26959,1.3495516,816.0263,18.082632,0.00306,50,185.4275396789826,6.9115176,26.828773,19.668106,0.040565,48,1455.028269944137,6.63181,219.40137,16.840717,0.006227,1.49,0,5,0,5,0,2.827389,1.585474,1.241915,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",120.78801353239,4.61270471005,47.21376710003,55.84946547598,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.99885,3355.3,3344.2,3361.9,4.9487,4.9372,4.9592,-0.2318,-0.256,-0.2059,248.1785,241.9628,254.1664,1.0221,0.9732,1.0607,0.6504,0.6187,0.6751,0.4215,0.4019,0.4365,"MARCS  ",,,,,2149429355,188870072933050862,0.062888,1,0,8,,,,,,,,,,,,,,,,,"URAT1-787007865",0.039511,8,218553072,1,0,"J002910.36+672330.4",0.247504,8,717994103,1,0,,,,,,,"NAYP019528",0.070432,8,913474533,1,0,,,,,,"00291043+6723303 ",0.11518,8,462910897,1,0,,,,,,7.29355057801,67.39178901902,1.572939,1.762551,-0.0889
"Gaia DR3 358099602749739904 ",32.29322821178,49.06586310236,1636148068921376768,358099602749739904,170245868,1.1983,0.9463,4.0008,2.0066,1.9938,3.822,-3.822,2.344,0.04,1.794,0.0269,-0.2331,0.5607,-0.223,-0.0925,-0.1853,0.0923,-0.1747,0.7247,-0.0557,118,0,116,2,1.321,137.48431,1.315,0.33769935,95,0,,0.6724,0.3023,0.213,0.197,-0.2,0.24,0.02,14,10,3.355382,15,2,0,0.14983465,74.93647,0,0,1.087,0.08732836,0.14632393,0.27708307,0.64728284,150.843,-2.7,-18.573,25.572,0,122,103.75305,1.3587152,76.361145,20.647366,0.014483,8,42.991802164051904,10.101409,4.2560205,21.255077,0.255121,11,102.58981558168207,11.189872,9.168096,19.720135,0.118486,1.403,0,0,0,0,0,1.534943,0.607712,0.927231,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",135.80210215351,-11.85358856457,48.30147976045,33.6340976978,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,1932052894,166870322932909684,0.033545,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NBZZ044804",0.973881,8,837951307,1,0,,,,,,,,,,,,,,,,,32.29325413735,49.06586292622,36.853151,28.633526,-0.0433
"Gaia DR3 5933502718311874176",247.49300905964,-54.0547692696,1636148068921376768,5933502718311874176,473897912,0.5755,0.4527,4.0008,0.8053,4.968,6.479,-4.315,0.839,-4.833,0.699,-0.0895,-0.1361,-0.135,-0.2611,0.0195,-0.2026,-0.0054,0.1133,0.1547,0.0965,360,0,360,0,137.8017,41390.45,6.433,1510.3226,95,0,,1.7832,0.1295,-0.048,-0.07,-0.18,-0.053,0.183,41,21,1.184747,42,42,0,0.09143154,165.58275,44,0,9.394,0.23329161,0.24580202,0.044684935,0.28562805,-141.16,13.938,0.374,-31.269,0,366,3407.73075,17.550676,194.1652,16.856203,0.006234,37,1743.4730763315677,8.156459,213.75368,17.235004,0.005795,39,3566.561744748771,8.74704,407.745,15.867271,0.004623,1.558,0,22,0,24,0,1.367733,0.378801,0.988932,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",331.60158226949,-3.82837838649,254.66793017261,-31.80696221866,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.49304173155,-54.05474778906,13.516609,11.200121,0.1149
"Gaia DR3 5991942929449187200",242.70839914299,-42.75878128862,1636148068921376768,5991942929449187200,223981506,1.03,0.6178,4.0008,0.9726,4.1137,14.3,-5.598,1.485,-13.159,0.953,0.4756,-0.1933,0.2116,0.2586,-0.2286,0.257,0.3846,-0.1894,-0.2681,0.4899,233,0,231,2,-0.0401,239.49417,0.0,0.0,95,0,,1.5219,0.2001,-0.139,-0.229,0.282,-0.192,-0.287,26,13,2.22245,30,7,0,0.07200333,28.31278,0,0,0.997,0.044363186,0.57192326,0.16246718,0.28569365,-163.413,-10.516,1.746,-25.788,0,264,103.69449,0.78754133,131.66862,20.647978,0.008694,16,29.72203499990635,4.639742,6.405967,21.655846,0.169511,29,127.35534717959436,5.655895,22.517275,19.485353,0.048366,1.515,0,0,0,0,0,2.170492,1.007868,1.162624,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",337.31589878838,6.41746313033,248.81688212984,-21.30581838876,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.70843303024,-42.75872280368,23.56013,15.025559,0.4802
"Gaia DR3 5854570973174888064",215.47920592112,-61.37014310024,1636148068921376768,5854570973174888064,486189502,0.6746,0.8334,4.0008,1.5787,2.5343,4.922,-3.99,1.489,-2.883,1.455,0.3993,0.1466,-0.2212,0.1889,-0.1144,0.121,0.2425,-0.5674,-0.1609,0.1028,374,0,374,0,1.118,530.32574,3.824,3.2513165,95,0,,1.1695,0.2058,0.128,0.104,0.183,-0.151,-0.083,43,17,2.247347,44,7,1,0.017494993,157.69383,0,0,1.041,0.21660547,0.49831727,0.35237998,0.52268744,158.378,-57.223,23.737,38.017,0,377,86.41878,0.63953716,135.12706,20.845846,0.008494,24,36.38109512151881,5.048059,7.2069473,21.436354,0.150677,41,116.2197851587602,7.338218,15.837603,19.584696,0.068658,1.766,0,0,0,0,1,1.851658,0.590508,1.26115,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",313.5517267876,-0.3780103617,237.15033649453,-44.00189561978,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376529190,0.234265,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14215499-6122126 ",0.251359,8,39360318,1,0,,,,,,215.4792429312,-61.37013028836,23.97885,23.097886,0.0937
"Gaia DR3 4090556573909732736",274.84933361435,-22.32471598802,1636148068921376768,4090556573909732736,1553892919,0.987,0.8245,4.0008,1.029,3.8882,2.5,1.498,1.798,-2.001,0.95,0.0277,0.2146,-0.216,0.0428,-0.1246,0.1608,-0.4959,-0.1288,0.0149,-0.3326,114,0,113,1,5.8387,225.7993,3.859,6.2229886,95,0,,1.5026,0.3076,0.184,-0.075,0.147,-0.512,0.219,13,10,2.552203,13,6,0,0.06646611,23.74442,0,46,1.421,0.083580345,0.24371535,0.2872588,0.71583277,-63.631,-2.375,-43.629,41.868,0,100,197.83104,2.009328,98.45633,19.94663,0.011367,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",9.50836886642,-3.35285925231,274.48583517151,1.03908435989,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328920500,81212748493260695,0.06763,1,0,8,,,,,,,240314343,0.844867,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,"SA6E084965",1.39712,10,381604963,1,1,,,,,,,,,,,,,,,,,274.84932641843,-22.32470709298,28.993917,15.617331,-0.3307
"Gaia DR3 6815791667695023360",324.32391705903,-23.58205595231,1636148068921376768,6815791667695023360,110170874,1.5804,1.4131,4.0008,1.7182,2.3284,8.164,5.302,2.115,-6.208,1.764,0.7833,0.0772,-0.4173,-0.655,0.124,-0.4919,-0.8545,-0.0491,0.0597,0.5985,259,0,257,2,2.615,415.09827,3.498,3.0368023,95,0,,1.1249,0.2459,0.066,0.073,-0.107,0.102,0.066,30,11,3.721583,33,20,1,0.08187106,169.06006,0,0,1.118,0.316967,0.70464647,0.3987752,0.101130635,19.706,-18.862,5.742,-20.931,0,271,96.14733,0.76206106,126.16748,20.730024,0.009036,15,32.75958634770674,5.546655,5.9061875,21.550196,0.183851,27,124.77280003256774,6.9802155,17.875208,19.507595,0.060857,1.638,0,0,0,0,0,2.042601,0.820171,1.222429,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",26.34265771028,-46.26272077923,318.89698225076,-8.88425574301,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,284649530,79703243237571966,0.030317,1,0,8,,,,,,,,,,,,,,,,,,,,,,,"J213717.74-233455.7",0.390132,8,243525428,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.32389134919,-23.58202836212,34.532871,29.446497,0.6159
"Gaia DR3 3066988935794644352",121.38908694577,-6.77102178376,1636148068921376768,3066988935794644352,1137869458,1.9102,1.3502,4.0008,2.5152,1.5907,4.823,4.037,2.741,-2.639,1.904,-0.1404,0.4935,0.666,-0.1697,-0.347,-0.26,0.8087,0.6499,-0.3676,-0.3418,186,0,180,6,6.6369,444.12537,5.074,22.306591,95,0,,1.1081,0.3539,-0.202,0.167,-0.205,-0.018,0.233,21,11,4.389282,22,2,2,0.28685212,110.88123,1,0,1.374,0.61418337,0.54652005,0.5428142,0.34714958,-13.002,4.25,-7.646,-14.663,0,188,83.18675,0.84965646,97.90634,20.887232,0.011427,13,31.566480750568132,6.073538,5.1973796,21.590477,0.208919,13,100.47084193931606,11.7269,8.5675535,19.742796,0.126783,1.587,0,0,0,0,0,1.847681,0.703245,1.144436,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",227.73546709448,13.12636597616,125.2867247935,-26.44680050163,0,0,0,0,0,0,0,0,0,0,0,1.07E-4,0.0,0.999886,,,,,,,,,,,,,,,,,,,,,,,,,,,785646821,99871213890985127,0.010013,1,0,8,30596801,1237674462553638635,0.027207,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S3QU021663",0.598764,8,496975272,1,0,,,,,,,,,,,,,,,,,121.38906887791,-6.77101005415,42.60021,29.375866,-0.3449
"Gaia DR3 5006228757984853120",11.56477662962,-33.53786833123,1636148068921376768,5006228757984853120,1519160658,1.15,0.8303,4.0008,1.4811,2.7012,8.901,8.584,1.146,-2.356,1.665,-0.0667,0.607,0.5373,-0.0541,-0.0348,-0.0696,0.4066,0.1718,0.0214,0.0855,139,0,138,1,0.2868,141.0309,0.0,0.0,95,0,,1.6922,0.3018,-0.258,0.291,-0.239,-0.15,-0.061,16,12,2.335135,16,2,0,0.09957739,59.739063,0,0,1.015,0.48410556,0.13110594,0.3123724,0.5443437,-52.297,5.703,23.707,5.735,0,129,106.23553,1.1361693,93.50325,20.621693,0.011934,12,53.363821604489026,8.886243,6.0052176,21.020426,0.18082,12,84.80575254649807,14.556898,5.825812,19.926832,0.186405,1.301,0,0,0,1,0,1.093594,0.398733,0.69486,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",312.49958476941,-83.49390455669,355.34751490129,-34.98533506824,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,,,,,6527926,67750115647214843,0.004028,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S0DR002468",0.222655,8,291913674,1,0,,,,,,,,,,,,,,,,,11.56473086058,-33.5378578621,17.740424,26.314217,0.0952
"Gaia DR3 2265380775154086016",281.88513412109,70.48836825107,1636148068921376768,2265380775154086016,1146911145,0.1539,0.1907,4.0008,0.1664,24.0364,22.816,7.786,0.202,21.446,0.244,-0.0338,-0.0125,-0.143,0.1248,0.1377,0.0708,-0.3224,-0.14,0.0063,0.0758,311,0,311,0,-1.4833,301.6325,0.0,0.0,95,0,,1.2234,0.0512,0.009,0.114,0.108,-0.165,-0.113,36,26,0.346858,40,16,0,0.020199576,9.942554,0,0,0.939,0.14687821,0.120358124,0.15610547,0.09498425,-117.759,74.96,8.27,11.628,0,305,433.84145,1.056673,410.573,19.09404,0.003819,31,74.49723053344357,5.28544,14.094802,20.658192,0.077081,37,578.2606060146876,7.5231705,76.86395,17.842587,0.014622,1.505,0,1,0,2,0,2.815605,1.564152,1.251453,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",101.16394194127,25.77594339361,47.49925742694,84.1562248469,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999826,,,,,,,,,,,,,,,,,,,,,,,,,,,2166897873,192582818851556790,0.04342,1,0,40,,,,,,,,,,,,,,,,,"URAT1-803118925",0.019597,8,221678717,1,0,"J184732.43+702918.0",0.082429,8,725557211,1,0,,,,,,,"N1HL009673",0.51073,8,919921972,1,0,,,,,,"18473240+7029179 ",0.154371,8,465580633,1,0,,,,,,281.88503051244,70.48827293478,3.251768,3.973282,0.0647
